【合租】马家堡 兴琦家园 3室主卧,兴琦家园,2300,http://bj.58.com/pinpaigongyu/31715680361271x.shtml?psid=191881180197712490458016628
【合租】西三旗 北新家园 3室主卧,北新家园,2700,http://bj.58.com/pinpaigongyu/31719094472009x.shtml?psid=191881180197712490458016628
【合租】慈云寺 八里庄西里 3室主卧,八里庄西里,2860,http://bj.58.com/pinpaigongyu/31615767284283x.shtml?psid=191881180197712490458016628
【整租】乐乎社区 科技园区 乐乎大葆台店,科技园区,2000-2100,http://bj.58.com/pinpaigongyu/31497340469189x.shtml?psid=191881180197712490458016628
【合租】定福庄 美然动力街区A2 3室主卧,美然动力街区A2,2880,http://bj.58.com/pinpaigongyu/31682283572425x.shtml?psid=191881180197712490458016628
【合租】双桥 康惠园三号院 2室主卧,康惠园三号院,2780,http://bj.58.com/pinpaigongyu/31374097086527x.shtml?psid=191881180197712490458016628
【合租】潘家园 弘善家园 3室主卧,弘善家园,2910,http://bj.58.com/pinpaigongyu/31404994523206x.shtml?psid=191881180197712490458016628
【整租】湾流国际青年社区 机场 首都机场社区,机场,2800-3300,http://bj.58.com/pinpaigongyu/31541694747948x.shtml?psid=191881180197712490458016628
【合租】潘家园 弘善家园 3室主卧,弘善家园,2310,http://bj.58.com/pinpaigongyu/31683858721739x.shtml?psid=191881180197712490458016628
【合租】定福庄 绿岛苑(西区) 3室主卧,绿岛苑(西区),2860,http://bj.58.com/pinpaigongyu/31649223805114x.shtml?psid=191881180197712490458016628
【合租】定福庄 泰福苑二区 3室主卧,泰福苑二区,2550,http://bj.58.com/pinpaigongyu/31505484316866x.shtml?psid=191881180197712490458016628
【合租】西八里庄 八里庄北里 3室主卧,八里庄北里,2790,http://bj.58.com/pinpaigongyu/31615827429289x.shtml?psid=191881180197712490458016628
【合租】西三旗 北新家园 3室主卧,北新家园,2700,http://bj.58.com/pinpaigongyu/31719094472009x.shtml?psid=127666406197712490535210242
【整租】百子湾 乐乎城市青年社区 1室1厅,百子湾,2300,http://bj.58.com/pinpaigongyu/31472187335371x.shtml?psid=127666406197712490535210242
【合租】孙河 康营家园17期 3室主卧,康营家园17期,2180,http://bj.58.com/pinpaigongyu/31638474539849x.shtml?psid=127666406197712490535210242
【合租】方庄 芳群园一区 3室主卧,芳群园一区,2150,http://bj.58.com/pinpaigongyu/31706368555200x.shtml?psid=127666406197712490535210242
【合租】望京 望花路西里社区 3室主卧,望花路西里社区,2700,http://bj.58.com/pinpaigongyu/31707902518060x.shtml?psid=127666406197712490535210242
【合租】北苑 万科星园 3室主卧,万科星园,2500,http://bj.58.com/pinpaigongyu/31707230151476x.shtml?psid=127666406197712490535210242
【整租】百子湾 尚帝佳公寓 1室0厅,百子湾,2200,http://bj.58.com/pinpaigongyu/31494162080835x.shtml?psid=127666406197712490535210242
【合租】马家堡 阳光花园 3室次卧,阳光花园,2000,http://bj.58.com/pinpaigongyu/31705781107262x.shtml?psid=127666406197712490535210242
【合租】望京 康营家园12期 3室主卧,康营家园12期,2180,http://bj.58.com/pinpaigongyu/31406480606258x.shtml?psid=127666406197712490535210242
【合租】管庄 远洋一方润园西区 4室主卧,远洋一方润园西区,2120,http://bj.58.com/pinpaigongyu/31771114543919x.shtml?psid=127666406197712490535210242
【合租】定福庄 绿岛苑(东区) 3室主卧,绿岛苑(东区),2710,http://bj.58.com/pinpaigongyu/31649193700924x.shtml?psid=127666406197712490535210242
【整租】乐乎城市青年社区 西红门 乐乎星光旗舰店,西红门,2850-3600,http://bj.58.com/pinpaigongyu/31377003399113x.shtml?psid=127666406197712490535210242
【合租】常营 保利嘉园 3室次卧,保利嘉园,2090,http://bj.58.com/pinpaigongyu/31450489604925x.shtml?psid=127666406197712490535210242
【合租】潘家园 弘善家园 3室主卧,弘善家园,2860,http://bj.58.com/pinpaigongyu/31404998724021x.shtml?psid=127666406197712490535210242
【合租】甘露园 朝阳园 3室主卧,朝阳园,2760,http://bj.58.com/pinpaigongyu/31616623747407x.shtml?psid=127666406197712490535210242
【整租】好客公寓 亦庄 好客公寓,亦庄,2800-3000,http://bj.58.com/pinpaigongyu/28972496443823x.shtml?psid=127666406197712490535210242
【合租】定福庄 定福景园 3室主卧,定福景园,2840,http://bj.58.com/pinpaigongyu/31682560067261x.shtml?psid=127666406197712490535210242
【合租】成寿寺 中海城圣朝菲 2室主卧,中海城圣朝菲,2570,http://bj.58.com/pinpaigongyu/31394887435196x.shtml?psid=127666406197712490535210242
【合租】潘家园 弘善家园 3室主卧,弘善家园,2410,http://bj.58.com/pinpaigongyu/31683861459520x.shtml?psid=127666406197712490535210242
【合租】成寿寺 中海城圣朝菲 3室主卧,中海城圣朝菲,2690,http://bj.58.com/pinpaigongyu/31683832946632x.shtml?psid=127666406197712490535210242
【整租】新华大街 万达广场 1室1厅,万达广场,2080,http://bj.58.com/pinpaigongyu/31692844683190x.shtml?psid=183261903197712490607165853
【合租】四惠 东恒时代(三期) 3室主卧,东恒时代(三期),3000,http://bj.58.com/pinpaigongyu/31705811723434x.shtml?psid=183261903197712490607165853
【合租】劲松 农光里小区 3室主卧,农光里小区,2000,http://bj.58.com/pinpaigongyu/31706462637871x.shtml?psid=183261903197712490607165853
【合租】西二旗 金域华府 3室主卧,金域华府,2500,http://bj.58.com/pinpaigongyu/31762787304620x.shtml?psid=183261903197712490607165853
【合租】定福庄 定福家园北里 3室主卧,定福家园北里,2200,http://bj.58.com/pinpaigongyu/31715341402933x.shtml?psid=183261903197712490607165853
【整租】花乡 花乡乐乎城市青年 1室1厅,花乡乐乎城市青年,2700,http://bj.58.com/pinpaigongyu/31530847568708x.shtml?psid=183261903197712490607165853
【合租】CBD 阳光100 5室主卧,阳光100,2490,http://bj.58.com/pinpaigongyu/31796677286836x.shtml?psid=183261903197712490607165853
【整租】五棵松 乐乎公寓 五棵松 1室1厅,五棵松,2999,http://bj.58.com/pinpaigongyu/31571979630403x.shtml?psid=183261903197712490607165853
【合租】西二旗 回龙观新村西区 4室主卧,回龙观新村西区,2490,http://bj.58.com/pinpaigongyu/31796406402759x.shtml?psid=183261903197712490607165853
【整租】双井 尚帝佳公寓 1室0厅,双井,2200,http://bj.58.com/pinpaigongyu/31494254906806x.shtml?psid=183261903197712490607165853
【合租】朝青板块 珠江罗马嘉园(东 3室主卧,珠江罗马嘉园(东,2750,http://bj.58.com/pinpaigongyu/31616531839938x.shtml?psid=183261903197712490607165853
【整租】远江公寓 运河大街 运河大街店,运河大街,2380-2880,http://bj.58.com/pinpaigongyu/31486489258153x.shtml?psid=183261903197712490607165853
【合租】定福庄 绿岛苑(西区) 3室主卧,绿岛苑(西区),2490,http://bj.58.com/pinpaigongyu/31649234222646x.shtml?psid=183261903197712490607165853
【合租】成寿寺 中海城圣朝菲 3室主卧,中海城圣朝菲,2480,http://bj.58.com/pinpaigongyu/31394885989192x.shtml?psid=183261903197712490607165853
【合租】常营 连心园 3室主卧,连心园,2910,http://bj.58.com/pinpaigongyu/31752161554880x.shtml?psid=183261903197712490607165853
【整租】乐乎公寓 科技园区 总部基地店,科技园区,2000-2100,http://bj.58.com/pinpaigongyu/31552451423406x.shtml?psid=183261903197712490607165853
【合租】管庄 北京新天地(东区 2室主卧,北京新天地(东区,2490,http://bj.58.com/pinpaigongyu/31394021436367x.shtml?psid=183261903197712490607165853
【合租】劲松 禧福汇 2室次卧,禧福汇,2760,http://bj.58.com/pinpaigongyu/31394533412916x.shtml?psid=183261903197712490607165853
【合租】其他 晨光家园 3室主卧,晨光家园,2870,http://bj.58.com/pinpaigongyu/31615846039339x.shtml?psid=183261903197712490607165853
【合租】高碑店 白家楼 3室主卧,白家楼,2710,http://bj.58.com/pinpaigongyu/31649161942212x.shtml?psid=183261903197712490607165853
【合租】西二旗 金域华府 2室次卧,金域华府,2090,http://bj.58.com/pinpaigongyu/31782012643261x.shtml?psid=140922785197712490684305926
【合租】望京 精英家园 3室主卧,精英家园,2280,http://bj.58.com/pinpaigongyu/31715598951616x.shtml?psid=140922785197712490684305926
【合租】双桥 双惠苑 4室主卧,双惠苑,2230,http://bj.58.com/pinpaigongyu/31796619580749x.shtml?psid=140922785197712490684305926
【合租】来广营 湖光壹号 3室主卧,湖光壹号,2300,http://bj.58.com/pinpaigongyu/31708021875766x.shtml?psid=140922785197712490684305926
【合租】西二旗 润中苑 3室主卧,润中苑,2000,http://bj.58.com/pinpaigongyu/31762571927601x.shtml?psid=140922785197712490684305926
【整租】花乡 乐乎城市青年社区 1室1厅,花乡,2200,http://bj.58.com/pinpaigongyu/31460569183166x.shtml?psid=140922785197712490684305926
【合租】永定门 富莱茵花园 3室次卧,富莱茵花园,2050,http://bj.58.com/pinpaigongyu/31796694637353x.shtml?psid=140922785197712490684305926
【合租】劲松 劲松三区 3室主卧,劲松三区,2180,http://bj.58.com/pinpaigongyu/31718994525264x.shtml?psid=140922785197712490684305926
【整租】双桥 条玛青年公寓 1室1厅,双桥,2950,http://bj.58.com/pinpaigongyu/30952426344903x.shtml?psid=140922785197712490684305926
【整租】双桥 条玛青年公寓 1室1厅,双桥,3000,http://bj.58.com/pinpaigongyu/31330402657597x.shtml?psid=140922785197712490684305926
【合租】定福庄 泰福苑二区 3室主卧,泰福苑二区,2550,http://bj.58.com/pinpaigongyu/31505478942137x.shtml?psid=140922785197712490684305926
【整租】青遇home 高碑店 青遇店,高碑店,2700-3200,http://bj.58.com/pinpaigongyu/31773808187327x.shtml?psid=140922785197712490684305926
【合租】朝青板块 雅成一里 3室主卧,雅成一里,2690,http://bj.58.com/pinpaigongyu/31450435785150x.shtml?psid=140922785197712490684305926
【合租】西八里庄 八里庄北里 3室主卧,八里庄北里,2970,http://bj.58.com/pinpaigongyu/31615821774511x.shtml?psid=140922785197712490684305926
【合租】常营 常营民族家园 3室主卧,常营民族家园,2210,http://bj.58.com/pinpaigongyu/31549668426445x.shtml?psid=140922785197712490684305926
【整租】窝趣 高碑店 窝趣北京高碑店,高碑店,2200-2500,http://bj.58.com/pinpaigongyu/31497423897407x.shtml?psid=140922785197712490684305926
【合租】朝青板块 青年汇佳园 3室主卧,青年汇佳园,2790,http://bj.58.com/pinpaigongyu/31616536437967x.shtml?psid=140922785197712490684305926
【合租】潘家园 弘善家园 3室主卧,弘善家园,2850,http://bj.58.com/pinpaigongyu/31405091299648x.shtml?psid=140922785197712490684305926
【合租】朝青板块 青年汇佳园 3室主卧,青年汇佳园,2740,http://bj.58.com/pinpaigongyu/31616538474832x.shtml?psid=140922785197712490684305926
【合租】垡头 世纪东方嘉园(南 3室主卧,世纪东方嘉园(南,2620,http://bj.58.com/pinpaigongyu/31505110036171x.shtml?psid=140922785197712490684305926
【合租】永定门 富莱茵花园 3室次卧,富莱茵花园,2050,http://bj.58.com/pinpaigongyu/31796694637353x.shtml?psid=174973774197712491126775363
【合租】劲松 劲松三区 3室主卧,劲松三区,2180,http://bj.58.com/pinpaigongyu/31718994525264x.shtml?psid=174973774197712491126775363
【整租】双桥 条玛青年公寓 1室1厅,双桥,2950,http://bj.58.com/pinpaigongyu/30952426344903x.shtml?psid=174973774197712491126775363
【整租】双桥 条玛青年公寓 1室1厅,双桥,3000,http://bj.58.com/pinpaigongyu/31330402657597x.shtml?psid=174973774197712491126775363
【合租】草桥 草桥欣园三区 4室次卧,草桥欣园三区,2180,http://bj.58.com/pinpaigongyu/31796632096201x.shtml?psid=174973774197712491126775363
【合租】肖家河 肖家河回迁住宅( 3室主卧,肖家河回迁住宅(,2300,http://bj.58.com/pinpaigongyu/31716811620546x.shtml?psid=174973774197712491126775363
【整租】高碑店 尚帝佳公寓 1室0厅,高碑店,2000,http://bj.58.com/pinpaigongyu/31494132338123x.shtml?psid=174973774197712491126775363
【整租】沙河 保利罗兰香谷 1室1厅,保利罗兰香谷,2600,http://bj.58.com/pinpaigongyu/31791553529134x.shtml?psid=174973774197712491126775363
【合租】回龙观 蓝天嘉园 3室主卧,蓝天嘉园,2350,http://bj.58.com/pinpaigongyu/31762500275132x.shtml?psid=174973774197712491126775363
【整租】双桥 乐乎城市青年社区 1室1厅,双桥,2699,http://bj.58.com/pinpaigongyu/31472194265798x.shtml?psid=174973774197712491126775363
【合租】高碑店 白家楼 3室主卧,白家楼,2620,http://bj.58.com/pinpaigongyu/31649158453822x.shtml?psid=174973774197712491126775363
【整租】乐乎社区 看丹桥 乐乎社区,看丹桥,2000-2700,http://bj.58.com/pinpaigongyu/31740814995523x.shtml?psid=174973774197712491126775363
【合租】甘露园 甘露园南里一区 3室主卧,甘露园南里一区,2850,http://bj.58.com/pinpaigongyu/31616543291820x.shtml?psid=174973774197712491126775363
【合租】双桥 康惠园三号院 2室主卧,康惠园三号院,2890,http://bj.58.com/pinpaigongyu/31374099492013x.shtml?psid=174973774197712491126775363
【合租】定福庄 美然动力街区A2 3室主卧,美然动力街区A2,2710,http://bj.58.com/pinpaigongyu/31682279547827x.shtml?psid=174973774197712491126775363
【整租】乐乎城市青年社区 总部基地 总部基地城乡店,总部基地,2100,http://bj.58.com/pinpaigongyu/31781874855351x.shtml?psid=174973774197712491126775363
【合租】朝青板块 青年汇佳园 3室主卧,青年汇佳园,2780,http://bj.58.com/pinpaigongyu/31616541554896x.shtml?psid=174973774197712491126775363
【合租】甘露园 甘露园南里一区 3室主卧,甘露园南里一区,2780,http://bj.58.com/pinpaigongyu/31616551478711x.shtml?psid=174973774197712491126775363
【合租】朝青板块 金隅汇星苑 3室主卧,金隅汇星苑,2710,http://bj.58.com/pinpaigongyu/31638484967110x.shtml?psid=174973774197712491126775363
【合租】成寿寺 中海城圣朝菲 2室主卧,中海城圣朝菲,2680,http://bj.58.com/pinpaigongyu/31394885139113x.shtml?psid=174973774197712491126775363
【整租】大望路 尚帝佳公寓 1室0厅,大望路,2000,http://bj.58.com/pinpaigongyu/31494306102708x.shtml?psid=130448156197712491232916713
【整租】亦庄 万源街 乐乎城市 1室1厅,万源街,2800,http://bj.58.com/pinpaigongyu/31472200916176x.shtml?psid=130448156197712491232916713
【合租】孙河 康营家园17期 3室主卧,康营家园17期,2380,http://bj.58.com/pinpaigongyu/31537672247346x.shtml?psid=130448156197712491232916713
【合租】天竺 翠竹新村 3室次卧,翠竹新村,2880,http://bj.58.com/pinpaigongyu/31394616286388x.shtml?psid=130448156197712491232916713
【合租】天竺 空港米兰花园 4室主卧,空港米兰花园,3000,http://bj.58.com/pinpaigongyu/30401044958264x.shtml?psid=130448156197712491232916713
【合租】西二旗 金域华府 3室主卧,金域华府,2280,http://bj.58.com/pinpaigongyu/31796435832394x.shtml?psid=130448156197712491232916713
【整租】沙河 巩华家园南一村 1室1厅,巩华家园南一村,2500,http://bj.58.com/pinpaigongyu/31791738272973x.shtml?psid=130448156197712491232916713
【合租】西北旺 秋露园 3室主卧,秋露园,2150,http://bj.58.com/pinpaigongyu/31704720175678x.shtml?psid=130448156197712491232916713
【合租】孙河 康营家园7期 3室主卧,康营家园7期,2480,http://bj.58.com/pinpaigongyu/30631937429164x.shtml?psid=130448156197712491232916713
【整租】沙河 巩华家园南一村 1室1厅,巩华家园南一村,2800,http://bj.58.com/pinpaigongyu/31791863983921x.shtml?psid=130448156197712491232916713
【合租】劲松 建工家园 3室主卧,建工家园,3000,http://bj.58.com/pinpaigongyu/31715390879300x.shtml?psid=130448156197712491232916713
【整租】好客公寓 亦庄 好客公寓,亦庄,2800-3000,http://bj.58.com/pinpaigongyu/30723095517370x.shtml?psid=130448156197712491232916713
【合租】双桥 东一时区 3室主卧,东一时区,2320,http://bj.58.com/pinpaigongyu/31726066884794x.shtml?psid=130448156197712491232916713
【合租】双桥 远洋一方润园西北 3室主卧,远洋一方润园西北,2120,http://bj.58.com/pinpaigongyu/31738271689260x.shtml?psid=130448156197712491232916713
【合租】朝青板块 雅成一里 4室主卧,雅成一里,2720,http://bj.58.com/pinpaigongyu/31219505847503x.shtml?psid=130448156197712491232916713
【整租】远江公寓 运河大街 运河大街店,运河大街,2980-3180,http://bj.58.com/pinpaigongyu/31486488883535x.shtml?psid=130448156197712491232916713
【合租】定福庄 天泰定福苑 3室主卧,天泰定福苑,2980,http://bj.58.com/pinpaigongyu/31682323571279x.shtml?psid=130448156197712491232916713
【合租】慈云寺 八里庄西里 3室主卧,八里庄西里,2860,http://bj.58.com/pinpaigongyu/31615757646924x.shtml?psid=130448156197712491232916713
【合租】双桥 康惠园三号院 2室主卧,康惠园三号院,2980,http://bj.58.com/pinpaigongyu/31718068385339x.shtml?psid=130448156197712491232916713
【合租】双桥 远洋一方润园西北 3室主卧,远洋一方润园西北,2180,http://bj.58.com/pinpaigongyu/31717121628977x.shtml?psid=130448156197712491232916713
【合租】孙河 康营家园7期 3室主卧,康营家园7期,2480,http://bj.58.com/pinpaigongyu/30631937429164x.shtml?psid=108041347197712491820899311
【整租】沙河 巩华家园南一村 1室1厅,巩华家园南一村,2800,http://bj.58.com/pinpaigongyu/31791863983921x.shtml?psid=108041347197712491820899311
【整租】青塔 乐乎城市青年社区 1室1厅,青塔,2899,http://bj.58.com/pinpaigongyu/31773302354375x.shtml?psid=108041347197712491820899311
【合租】国展 浩鸿园 3室主卧,浩鸿园,3000,http://bj.58.com/pinpaigongyu/31707937236941x.shtml?psid=108041347197712491820899311
【整租】总部基地 乐乎城市青年社区 1室1厅,总部基地,2100,http://bj.58.com/pinpaigongyu/31795862226241x.shtml?psid=108041347197712491820899311
【合租】朝青板块 姚家园东里8号院 4室次卧,姚家园东里8号院,2620,http://bj.58.com/pinpaigongyu/31796480342729x.shtml?psid=108041347197712491820899311
【合租】四惠 力源里小区 3室主卧,力源里小区,2300,http://bj.58.com/pinpaigongyu/31707850922039x.shtml?psid=108041347197712491820899311
【整租】五棵松 乐乎公寓 五棵松 1室1厅,五棵松,2999,http://bj.58.com/pinpaigongyu/31464482158287x.shtml?psid=108041347197712491820899311
【整租】西红门 乐乎城市青年社区 1室1厅,西红门,2560,http://bj.58.com/pinpaigongyu/31771038458439x.shtml?psid=108041347197712491820899311
【整租】沙河 巩华家园南一村 1室1厅,巩华家园南一村,2800,http://bj.58.com/pinpaigongyu/31781965829549x.shtml?psid=108041347197712491820899311
【合租】欢乐谷 紫南家园北区 3室主卧,紫南家园北区,2670,http://bj.58.com/pinpaigongyu/31527260405321x.shtml?psid=108041347197712491820899311
【整租】乐乎公寓 常营 东晓景店,常营,2000-2350,http://bj.58.com/pinpaigongyu/31497127372493x.shtml?psid=108041347197712491820899311
【合租】常营 连心园 3室主卧,连心园,2760,http://bj.58.com/pinpaigongyu/31752159886132x.shtml?psid=108041347197712491820899311
【合租】常营 常营民族家园 3室主卧,常营民族家园,2090,http://bj.58.com/pinpaigongyu/31549647412816x.shtml?psid=108041347197712491820899311
【合租】朝青板块 青年汇佳园 3室主卧,青年汇佳园,2740,http://bj.58.com/pinpaigongyu/31616535002293x.shtml?psid=108041347197712491820899311
【整租】窝趣 高碑店 窝趣北京高碑店,高碑店,2600-3000,http://bj.58.com/pinpaigongyu/31497422041260x.shtml?psid=108041347197712491820899311
【合租】常营 连心园 3室主卧,连心园,2850,http://bj.58.com/pinpaigongyu/31752153677749x.shtml?psid=108041347197712491820899311
【合租】欢乐谷 紫南家园北区 3室主卧,紫南家园北区,2740,http://bj.58.com/pinpaigongyu/31527279274448x.shtml?psid=108041347197712491820899311
【合租】双井 百环家园 3室主卧,百环家园,2560,http://bj.58.com/pinpaigongyu/31683853213876x.shtml?psid=108041347197712491820899311
【合租】常营 连心园 3室主卧,连心园,2850,http://bj.58.com/pinpaigongyu/31752144614732x.shtml?psid=108041347197712491820899311
【合租】双井 富力城D区 3室主卧,富力城D区,2600,http://bj.58.com/pinpaigongyu/31707199309489x.shtml?psid=118865000197712491892471791
【整租】青塔 乐乎城市青年社区 1室1厅,青塔,2999,http://bj.58.com/pinpaigongyu/31428554462013x.shtml?psid=118865000197712491892471791
【合租】六里桥 益丰苑小区 3室主卧,益丰苑小区,3000,http://bj.58.com/pinpaigongyu/31715720788154x.shtml?psid=118865000197712491892471791
【整租】沙河 保利罗兰香谷 1室0厅,保利罗兰香谷,2500,http://bj.58.com/pinpaigongyu/31791727590699x.shtml?psid=118865000197712491892471791
【合租】望京 康营家园24期 3室次卧,康营家园24期,2080,http://bj.58.com/pinpaigongyu/31352813848239x.shtml?psid=118865000197712491892471791
【整租】花乡 花乡乐乎城市青年 1室1厅,花乡乐乎城市青年,2700,http://bj.58.com/pinpaigongyu/31738742536761x.shtml?psid=118865000197712491892471791
【整租】枣园 乐乎城市青年社区 1室1厅,枣园,2350,http://bj.58.com/pinpaigongyu/31771073508146x.shtml?psid=118865000197712491892471791
